,Training Files,Training Labels
10293,data\on\611d2b50_nohash_0.wav,on
10294,data\on\611d2b50_nohash_1.wav,on
10295,data\on\611d2b50_nohash_2.wav,on
10296,data\on\611d2b50_nohash_3.wav,on
10297,data\on\611d2b50_nohash_4.wav,on
10298,data\on\6166ae21_nohash_0.wav,on
10299,data\on\617de221_nohash_0.wav,on
10300,data\on\617de221_nohash_1.wav,on
10301,data\on\617de221_nohash_2.wav,on
10302,data\on\617de221_nohash_3.wav,on
10303,data\on\617de221_nohash_4.wav,on
10304,data\on\61a9f72a_nohash_0.wav,on
10305,data\on\61a9f72a_nohash_1.wav,on
10306,data\on\61a9f72a_nohash_2.wav,on
10307,data\on\61a9f72a_nohash_3.wav,on
10308,data\on\61d3e51e_nohash_0.wav,on
10309,data\on\61d3e51e_nohash_1.wav,on
10310,data\on\61d3e51e_nohash_2.wav,on
10311,data\on\61e50f62_nohash_0.wav,on
10312,data\on\61e50f62_nohash_1.wav,on
10313,data\on\620ff0fa_nohash_0.wav,on
10314,data\on\620ff0fa_nohash_1.wav,on
10315,data\on\625fd898_nohash_0.wav,on
10316,data\on\625fd898_nohash_1.wav,on
10317,data\on\625fd898_nohash_2.wav,on
10318,data\on\62605293_nohash_0.wav,on
10319,data\on\62605293_nohash_1.wav,on
10320,data\on\62641b88_nohash_0.wav,on
10321,data\on\626e323f_nohash_0.wav,on
10322,data\on\627c0bec_nohash_0.wav,on
10323,data\on\62ff07ef_nohash_0.wav,on
10324,data\on\6301e683_nohash_0.wav,on
10325,data\on\6301e683_nohash_1.wav,on
10326,data\on\6301e683_nohash_2.wav,on
10327,data\on\6366f61a_nohash_0.wav,on
10328,data\on\637c702a_nohash_0.wav,on
10329,data\on\63996b7c_nohash_0.wav,on
10330,data\on\6414258b_nohash_0.wav,on
10331,data\on\6414258b_nohash_1.wav,on
10332,data\on\64220627_nohash_0.wav,on
10333,data\on\64574a99_nohash_0.wav,on
10334,data\on\64da5281_nohash_0.wav,on
10335,data\on\64f83f0e_nohash_0.wav,on
10336,data\on\64f83f0e_nohash_1.wav,on
10337,data\on\651d108f_nohash_0.wav,on
10338,data\on\651d108f_nohash_1.wav,on
10339,data\on\652b3da7_nohash_0.wav,on
10340,data\on\652b3da7_nohash_1.wav,on
10341,data\on\653a48f5_nohash_0.wav,on
10342,data\on\659b7fae_nohash_0.wav,on
10343,data\on\65c73b55_nohash_0.wav,on
10344,data\on\65d14087_nohash_0.wav,on
10345,data\on\65d14087_nohash_1.wav,on
10346,data\on\65d844fc_nohash_0.wav,on
10347,data\on\65ec06e5_nohash_0.wav,on
10348,data\on\65f2531f_nohash_0.wav,on
10349,data\on\66276b0e_nohash_0.wav,on
10350,data\on\66276b0e_nohash_1.wav,on
10351,data\on\66774579_nohash_0.wav,on
10352,data\on\66cff190_nohash_0.wav,on
10353,data\on\6727b579_nohash_0.wav,on
10354,data\on\6727b579_nohash_1.wav,on
10355,data\on\6727b579_nohash_2.wav,on
10356,data\on\6727b579_nohash_3.wav,on
10357,data\on\6727b579_nohash_4.wav,on
10358,data\on\6794a793_nohash_0.wav,on
10359,data\on\6794a793_nohash_1.wav,on
10360,data\on\6794a793_nohash_2.wav,on
10361,data\on\67961766_nohash_0.wav,on
10362,data\on\67fcdb05_nohash_0.wav,on
10363,data\on\67fcdb05_nohash_1.wav,on
10364,data\on\6846af18_nohash_0.wav,on
10365,data\on\6846af18_nohash_1.wav,on
10366,data\on\686d030b_nohash_0.wav,on
10367,data\on\686d030b_nohash_1.wav,on
10368,data\on\686d030b_nohash_2.wav,on
10369,data\on\686d030b_nohash_3.wav,on
10370,data\on\686d030b_nohash_4.wav,on
10371,data\on\68dd409e_nohash_0.wav,on
10372,data\on\69086eb0_nohash_0.wav,on
10373,data\on\692a88e6_nohash_0.wav,on
10374,data\on\692a88e6_nohash_1.wav,on
10375,data\on\692a88e6_nohash_2.wav,on
10376,data\on\692a88e6_nohash_3.wav,on
10377,data\on\692a88e6_nohash_4.wav,on
10378,data\on\695c2127_nohash_0.wav,on
10379,data\on\6982fc2a_nohash_0.wav,on
10380,data\on\6982fc2a_nohash_1.wav,on
10381,data\on\6982fc2a_nohash_2.wav,on
10382,data\on\69953f48_nohash_0.wav,on
10383,data\on\69f609ec_nohash_0.wav,on
10384,data\on\6a014b29_nohash_0.wav,on
10385,data\on\6a014b29_nohash_1.wav,on
10386,data\on\6a014b29_nohash_2.wav,on
10387,data\on\6a1908f8_nohash_0.wav,on
10388,data\on\6a203e0e_nohash_0.wav,on
10389,data\on\6a27a9bf_nohash_0.wav,on
10390,data\on\6a2fb9a5_nohash_0.wav,on
10391,data\on\6a497f80_nohash_0.wav,on
10392,data\on\6a497f80_nohash_1.wav,on
10393,data\on\6a700f9d_nohash_0.wav,on
10394,data\on\6a700f9d_nohash_1.wav,on
10395,data\on\6a861f21_nohash_0.wav,on
10396,data\on\6a861f21_nohash_1.wav,on
10397,data\on\6aafb34f_nohash_0.wav,on
10398,data\on\6aafb34f_nohash_1.wav,on
10399,data\on\6ac35824_nohash_0.wav,on
10400,data\on\6af4aa07_nohash_0.wav,on
10401,data\on\6b889021_nohash_0.wav,on
10402,data\on\6c0f6493_nohash_0.wav,on
10403,data\on\6c0f6493_nohash_1.wav,on
10404,data\on\6c0f6493_nohash_2.wav,on
10405,data\on\6c0f6493_nohash_3.wav,on
10406,data\on\6c0f6493_nohash_4.wav,on
10407,data\on\6c2dd2d5_nohash_0.wav,on
10408,data\on\6c2dd2d5_nohash_1.wav,on
10409,data\on\6c2dd2d5_nohash_2.wav,on
10410,data\on\6c429c7b_nohash_0.wav,on
10411,data\on\6c429c7b_nohash_1.wav,on
10412,data\on\6c429c7b_nohash_2.wav,on
10413,data\on\6c429c7b_nohash_3.wav,on
10414,data\on\6c429c7b_nohash_4.wav,on
10415,data\on\6c9223bd_nohash_0.wav,on
10416,data\on\6c9223bd_nohash_1.wav,on
10417,data\on\6c9223bd_nohash_2.wav,on
10418,data\on\6c968bd9_nohash_0.wav,on
10419,data\on\6c968bd9_nohash_1.wav,on
10420,data\on\6c968bd9_nohash_2.wav,on
10421,data\on\6c968bd9_nohash_3.wav,on
10422,data\on\6c968bd9_nohash_4.wav,on
10423,data\on\6ceeb9aa_nohash_0.wav,on
10424,data\on\6cf5459b_nohash_0.wav,on
10425,data\on\6cf5459b_nohash_1.wav,on
10426,data\on\6d0ad764_nohash_0.wav,on
10427,data\on\6d0ad764_nohash_1.wav,on
10428,data\on\6d0ad764_nohash_2.wav,on
10429,data\on\6d2d3b0d_nohash_0.wav,on
10430,data\on\6d2d3b0d_nohash_1.wav,on
10431,data\on\6d818f6c_nohash_0.wav,on
10432,data\on\6dfff95a_nohash_0.wav,on
10433,data\on\6e41a77e_nohash_0.wav,on
10434,data\on\6e916de8_nohash_0.wav,on
10435,data\on\6e916de8_nohash_1.wav,on
10436,data\on\6f2c6f7e_nohash_0.wav,on
10437,data\on\6f2c6f7e_nohash_1.wav,on
10438,data\on\6f2f57c1_nohash_0.wav,on
10439,data\on\6f3458b3_nohash_0.wav,on
10440,data\on\6f3458b3_nohash_1.wav,on
10441,data\on\6f5b4d3d_nohash_0.wav,on
10442,data\on\6f5b4d3d_nohash_1.wav,on
10443,data\on\6f5b4d3d_nohash_2.wav,on
10444,data\on\6f689791_nohash_0.wav,on
10445,data\on\6f689791_nohash_1.wav,on
10446,data\on\6f9088d7_nohash_0.wav,on
10447,data\on\6fca237d_nohash_0.wav,on
10448,data\on\7061c7d1_nohash_0.wav,on
10449,data\on\708a9569_nohash_0.wav,on
10450,data\on\708b8d51_nohash_0.wav,on
10451,data\on\7096522d_nohash_0.wav,on
10452,data\on\70a00e98_nohash_0.wav,on
10453,data\on\70a00e98_nohash_1.wav,on
10454,data\on\70a00e98_nohash_2.wav,on
10455,data\on\70a00e98_nohash_3.wav,on
10456,data\on\70a00e98_nohash_4.wav,on
10457,data\on\7106d229_nohash_0.wav,on
10458,data\on\7117fb6d_nohash_0.wav,on
10459,data\on\7117fb6d_nohash_1.wav,on
10460,data\on\712e4d58_nohash_0.wav,on
10461,data\on\712e4d58_nohash_1.wav,on
10462,data\on\712e4d58_nohash_2.wav,on
10463,data\on\712e4d58_nohash_3.wav,on
10464,data\on\712e4d58_nohash_4.wav,on
10465,data\on\716757ce_nohash_0.wav,on
10466,data\on\716757ce_nohash_1.wav,on
10467,data\on\7192fddc_nohash_0.wav,on
10468,data\on\71f9bba8_nohash_0.wav,on
10469,data\on\7211390b_nohash_0.wav,on
10470,data\on\7211390b_nohash_1.wav,on
10471,data\on\7211390b_nohash_2.wav,on
10472,data\on\7211390b_nohash_3.wav,on
10473,data\on\7211390b_nohash_4.wav,on
10474,data\on\723efc4c_nohash_0.wav,on
10475,data\on\723efc4c_nohash_1.wav,on
10476,data\on\7257420c_nohash_0.wav,on
10477,data\on\726382d6_nohash_0.wav,on
10478,data\on\726382d6_nohash_1.wav,on
10479,data\on\72aa7259_nohash_0.wav,on
10480,data\on\72aa7259_nohash_1.wav,on
10481,data\on\72be9202_nohash_0.wav,on
10482,data\on\72ca6a6d_nohash_0.wav,on
10483,data\on\72d75d96_nohash_0.wav,on
10484,data\on\7303215d_nohash_0.wav,on
10485,data\on\7318280c_nohash_0.wav,on
10486,data\on\7318280c_nohash_1.wav,on
10487,data\on\7329545b_nohash_0.wav,on
10488,data\on\735845ab_nohash_0.wav,on
10489,data\on\735845ab_nohash_1.wav,on
10490,data\on\735845ab_nohash_2.wav,on
10491,data\on\735845ab_nohash_3.wav,on
10492,data\on\735845ab_nohash_4.wav,on
10493,data\on\73cccfaf_nohash_0.wav,on
10494,data\on\73cccfaf_nohash_1.wav,on
10495,data\on\73cccfaf_nohash_2.wav,on
10496,data\on\73cccfaf_nohash_3.wav,on
10497,data\on\73dda36a_nohash_0.wav,on
10498,data\on\73f0c1f7_nohash_0.wav,on
10499,data\on\73f0c1f7_nohash_1.wav,on
10500,data\on\742d6431_nohash_0.wav,on
10501,data\on\742d6431_nohash_1.wav,on
10502,data\on\742d6431_nohash_2.wav,on
10503,data\on\742d6431_nohash_3.wav,on
10504,data\on\742d6431_nohash_4.wav,on
10505,data\on\742d6431_nohash_5.wav,on
10506,data\on\743edf9d_nohash_0.wav,on
10507,data\on\743edf9d_nohash_1.wav,on
10508,data\on\745a8e32_nohash_0.wav,on
10509,data\on\747e69fd_nohash_0.wav,on
10510,data\on\747e69fd_nohash_1.wav,on
10511,data\on\74b73f88_nohash_0.wav,on
10512,data\on\74b73f88_nohash_1.wav,on
10513,data\on\74fc51e5_nohash_0.wav,on
10514,data\on\750e3e75_nohash_0.wav,on
10515,data\on\750e3e75_nohash_1.wav,on
10516,data\on\75915c90_nohash_0.wav,on
10517,data\on\75915c90_nohash_1.wav,on
10518,data\on\763188c4_nohash_0.wav,on
10519,data\on\763188c4_nohash_1.wav,on
10520,data\on\763188c4_nohash_2.wav,on
10521,data\on\763188c4_nohash_3.wav,on
10522,data\on\763188c4_nohash_4.wav,on
10523,data\on\76424fa5_nohash_0.wav,on
10524,data\on\76424fa5_nohash_1.wav,on
10525,data\on\76424fa5_nohash_2.wav,on
10526,data\on\765ffccb_nohash_0.wav,on
10527,data\on\76e53db9_nohash_0.wav,on
10528,data\on\772db621_nohash_0.wav,on
10529,data\on\772db621_nohash_1.wav,on
10530,data\on\77655bdf_nohash_0.wav,on
10531,data\on\77655bdf_nohash_1.wav,on
10532,data\on\778a4a01_nohash_0.wav,on
10533,data\on\7799c9cd_nohash_0.wav,on
10534,data\on\77def3ee_nohash_0.wav,on
10535,data\on\78030270_nohash_0.wav,on
10536,data\on\78102205_nohash_0.wav,on
10537,data\on\782c1305_nohash_0.wav,on
10538,data\on\782c1305_nohash_1.wav,on
10539,data\on\782c1305_nohash_2.wav,on
10540,data\on\7846fd85_nohash_0.wav,on
10541,data\on\7846fd85_nohash_1.wav,on
10542,data\on\7846fd85_nohash_2.wav,on
10543,data\on\7846fd85_nohash_3.wav,on
10544,data\on\7846fd85_nohash_4.wav,on
10545,data\on\784e281a_nohash_0.wav,on
10546,data\on\78884794_nohash_0.wav,on
10547,data\on\789e4ee7_nohash_0.wav,on
10548,data\on\789e4ee7_nohash_1.wav,on
10549,data\on\7910d292_nohash_0.wav,on
10550,data\on\794cdfc5_nohash_0.wav,on
10551,data\on\7a5530c9_nohash_0.wav,on
10552,data\on\7add4c5f_nohash_0.wav,on
10553,data\on\7b2e879e_nohash_0.wav,on
10554,data\on\7b301939_nohash_0.wav,on
10555,data\on\7bae88ed_nohash_0.wav,on
10556,data\on\7bae88ed_nohash_1.wav,on
10557,data\on\7be5a0f3_nohash_0.wav,on
10558,data\on\7be9f58a_nohash_0.wav,on
10559,data\on\7be9f58a_nohash_1.wav,on
10560,data\on\7c1d8533_nohash_0.wav,on
10561,data\on\7c1d8533_nohash_1.wav,on
10562,data\on\7c1d8533_nohash_2.wav,on
10563,data\on\7c1d8533_nohash_3.wav,on
10564,data\on\7c1d8533_nohash_4.wav,on
10565,data\on\7c1d8533_nohash_5.wav,on
10566,data\on\7c2a3fa4_nohash_0.wav,on
10567,data\on\7c9b43f0_nohash_0.wav,on
10568,data\on\7c9b43f0_nohash_1.wav,on
10569,data\on\7ca023e2_nohash_0.wav,on
10570,data\on\7cb5c0b7_nohash_0.wav,on
10571,data\on\7cb5c0b7_nohash_1.wav,on
10572,data\on\7cbf645a_nohash_0.wav,on
10573,data\on\7cbf645a_nohash_1.wav,on
10574,data\on\7cf14c54_nohash_0.wav,on
10575,data\on\7cf14c54_nohash_1.wav,on
10576,data\on\7cf14c54_nohash_2.wav,on
10577,data\on\7cf14c54_nohash_3.wav,on
10578,data\on\7cfb1618_nohash_0.wav,on
10579,data\on\7cfb1618_nohash_1.wav,on
10580,data\on\7d149b38_nohash_0.wav,on
10581,data\on\7d8babdb_nohash_0.wav,on
10582,data\on\7d8babdb_nohash_1.wav,on
10583,data\on\7dc50b88_nohash_0.wav,on
10584,data\on\7dc50b88_nohash_1.wav,on
10585,data\on\7dc95912_nohash_0.wav,on
10586,data\on\7de97453_nohash_0.wav,on
10587,data\on\7e4fa1d8_nohash_0.wav,on
10588,data\on\7e783e3f_nohash_0.wav,on
10589,data\on\7e783e3f_nohash_1.wav,on
10590,data\on\7e783e3f_nohash_2.wav,on
10591,data\on\7e783e3f_nohash_3.wav,on
10592,data\on\7e843da8_nohash_0.wav,on
10593,data\on\7e843da8_nohash_1.wav,on
10594,data\on\7ea032f3_nohash_0.wav,on
10595,data\on\7ea032f3_nohash_1.wav,on
10596,data\on\7ea032f3_nohash_2.wav,on
10597,data\on\7ea032f3_nohash_3.wav,on
10598,data\on\7ea032f3_nohash_4.wav,on
10599,data\on\7eee5973_nohash_0.wav,on
10600,data\on\7eee5973_nohash_1.wav,on
10601,data\on\7eee5973_nohash_2.wav,on
10602,data\on\7eee5973_nohash_3.wav,on
10603,data\on\7f74626f_nohash_0.wav,on
10604,data\on\7f74626f_nohash_1.wav,on
10605,data\on\7f74626f_nohash_2.wav,on
10606,data\on\7f74626f_nohash_3.wav,on
10607,data\on\7f74626f_nohash_4.wav,on
10608,data\on\7fa5fa1f_nohash_0.wav,on
10609,data\on\7fc74fbe_nohash_0.wav,on
10610,data\on\7fc74fbe_nohash_1.wav,on
10611,data\on\7fd25f7c_nohash_0.wav,on
10612,data\on\7fd25f7c_nohash_1.wav,on
10613,data\on\7fd25f7c_nohash_2.wav,on
10614,data\on\7fd25f7c_nohash_3.wav,on
10615,data\on\7fd25f7c_nohash_4.wav,on
10616,data\on\7ff4fc72_nohash_0.wav,on
10617,data\on\8012c69d_nohash_0.wav,on
10618,data\on\8012c69d_nohash_1.wav,on
10619,data\on\8012c69d_nohash_2.wav,on
10620,data\on\8012c69d_nohash_3.wav,on
10621,data\on\8012c69d_nohash_4.wav,on
10622,data\on\8056e897_nohash_0.wav,on
10623,data\on\8056e897_nohash_1.wav,on
10624,data\on\80b8eab4_nohash_0.wav,on
10625,data\on\80c17118_nohash_0.wav,on
10626,data\on\80c45ed6_nohash_0.wav,on
10627,data\on\80f056c0_nohash_0.wav,on
10628,data\on\8134f43f_nohash_0.wav,on
10629,data\on\8134f43f_nohash_1.wav,on
10630,data\on\8134f43f_nohash_2.wav,on
10631,data\on\8134f43f_nohash_3.wav,on
10632,data\on\8134f43f_nohash_4.wav,on
10633,data\on\815f0f03_nohash_0.wav,on
10634,data\on\81a345a3_nohash_0.wav,on
10635,data\on\81dc4a94_nohash_0.wav,on
10636,data\on\81dc4a94_nohash_1.wav,on
10637,data\on\823353e5_nohash_0.wav,on
10638,data\on\826268f8_nohash_0.wav,on
10639,data\on\826268f8_nohash_1.wav,on
10640,data\on\8281a2a8_nohash_0.wav,on
10641,data\on\8281a2a8_nohash_1.wav,on
10642,data\on\8281a2a8_nohash_2.wav,on
10643,data\on\8281a2a8_nohash_3.wav,on
10644,data\on\8281a2a8_nohash_4.wav,on
10645,data\on\82e7204d_nohash_0.wav,on
10646,data\on\82e7204d_nohash_1.wav,on
10647,data\on\8335f893_nohash_0.wav,on
10648,data\on\833a0279_nohash_0.wav,on
10649,data\on\834f03fe_nohash_0.wav,on
10650,data\on\834f03fe_nohash_1.wav,on
10651,data\on\834f03fe_nohash_2.wav,on
10652,data\on\834f03fe_nohash_3.wav,on
10653,data\on\834f03fe_nohash_4.wav,on
10654,data\on\837f7378_nohash_0.wav,on
10655,data\on\837f7378_nohash_1.wav,on
10656,data\on\837f7378_nohash_2.wav,on
10657,data\on\83f9c4ab_nohash_0.wav,on
10658,data\on\840c366d_nohash_0.wav,on
10659,data\on\840c366d_nohash_1.wav,on
10660,data\on\8442ea62_nohash_0.wav,on
10661,data\on\84d1e469_nohash_0.wav,on
10662,data\on\84d1e469_nohash_1.wav,on
10663,data\on\850e2222_nohash_0.wav,on
10664,data\on\8549f25d_nohash_0.wav,on
10665,data\on\8549f25d_nohash_1.wav,on
10666,data\on\8549f25d_nohash_2.wav,on
10667,data\on\857366dd_nohash_0.wav,on
10668,data\on\857366dd_nohash_1.wav,on
10669,data\on\85834399_nohash_0.wav,on
10670,data\on\85b877b5_nohash_0.wav,on
10671,data\on\85b877b5_nohash_1.wav,on
10672,data\on\8601f33b_nohash_0.wav,on
10673,data\on\8625475c_nohash_0.wav,on
10674,data\on\863880b7_nohash_0.wav,on
10675,data\on\863880b7_nohash_1.wav,on
10676,data\on\86402da1_nohash_0.wav,on
10677,data\on\86648261_nohash_0.wav,on
10678,data\on\86b89661_nohash_0.wav,on
10679,data\on\86b89661_nohash_1.wav,on
10680,data\on\86f12ac0_nohash_0.wav,on
10681,data\on\86fa2dcd_nohash_0.wav,on
10682,data\on\86fa2dcd_nohash_1.wav,on
10683,data\on\87014d40_nohash_0.wav,on
10684,data\on\876c84d6_nohash_0.wav,on
10685,data\on\87728a88_nohash_0.wav,on
10686,data\on\87eff300_nohash_0.wav,on
10687,data\on\88120683_nohash_0.wav,on
10688,data\on\8830e17f_nohash_0.wav,on
10689,data\on\8830e17f_nohash_1.wav,on
10690,data\on\8830e17f_nohash_2.wav,on
10691,data\on\8830e17f_nohash_3.wav,on
10692,data\on\8830e17f_nohash_4.wav,on
10693,data\on\888a0c49_nohash_0.wav,on
10694,data\on\888a0c49_nohash_1.wav,on
10695,data\on\888a0c49_nohash_2.wav,on
10696,data\on\888a0c49_nohash_3.wav,on
10697,data\on\888a0c49_nohash_4.wav,on
10698,data\on\88a487ce_nohash_0.wav,on
10699,data\on\88e90bc1_nohash_0.wav,on
10700,data\on\88e90bc1_nohash_1.wav,on
10701,data\on\88f8a99c_nohash_0.wav,on
10702,data\on\8910e5ef_nohash_0.wav,on
10703,data\on\8910e5ef_nohash_1.wav,on
10704,data\on\8911b8d2_nohash_0.wav,on
10705,data\on\8931f494_nohash_0.wav,on
10706,data\on\89d6d11e_nohash_0.wav,on
10707,data\on\89d6d11e_nohash_1.wav,on
10708,data\on\89d6d11e_nohash_2.wav,on
10709,data\on\89e59d18_nohash_0.wav,on
10710,data\on\89e59d18_nohash_1.wav,on
10711,data\on\89e59d18_nohash_2.wav,on
10712,data\on\89ed36ab_nohash_0.wav,on
10713,data\on\89ed36ab_nohash_1.wav,on
10714,data\on\8a0457c9_nohash_0.wav,on
10715,data\on\8a0457c9_nohash_1.wav,on
10716,data\on\8a0457c9_nohash_2.wav,on
10717,data\on\8a194ee6_nohash_0.wav,on
10718,data\on\8a28231e_nohash_0.wav,on
10719,data\on\8a5acefd_nohash_0.wav,on
10720,data\on\8aa35b0c_nohash_0.wav,on
10721,data\on\8b775397_nohash_0.wav,on
10722,data\on\8bbd98d0_nohash_0.wav,on
10723,data\on\8bf6acb9_nohash_0.wav,on
10724,data\on\8bf6acb9_nohash_1.wav,on
10725,data\on\8c3c4715_nohash_0.wav,on
10726,data\on\8c4854bc_nohash_0.wav,on
10727,data\on\8c7f81df_nohash_0.wav,on
10728,data\on\8c7f81df_nohash_1.wav,on
10729,data\on\8c888bbb_nohash_0.wav,on
10730,data\on\8c888bbb_nohash_1.wav,on
10731,data\on\8d8d9855_nohash_0.wav,on
10732,data\on\8d9cc260_nohash_0.wav,on
10733,data\on\8dc26a15_nohash_0.wav,on
10734,data\on\8dd788d8_nohash_0.wav,on
10735,data\on\8dd788d8_nohash_1.wav,on
10736,data\on\8e05039f_nohash_0.wav,on
10737,data\on\8e05039f_nohash_1.wav,on
10738,data\on\8e05039f_nohash_2.wav,on
10739,data\on\8e05039f_nohash_3.wav,on
10740,data\on\8e05039f_nohash_4.wav,on
10741,data\on\8e884ec4_nohash_0.wav,on
10742,data\on\8eb4a1bf_nohash_0.wav,on
10743,data\on\8eb4a1bf_nohash_1.wav,on
10744,data\on\8eb4a1bf_nohash_2.wav,on
10745,data\on\8eb4a1bf_nohash_3.wav,on
10746,data\on\8eb4a1bf_nohash_4.wav,on
10747,data\on\8ec6dab6_nohash_0.wav,on
10748,data\on\8ed25ef8_nohash_0.wav,on
10749,data\on\8f0d3c27_nohash_0.wav,on
10750,data\on\8f0d3c27_nohash_1.wav,on
10751,data\on\8f0d3c27_nohash_2.wav,on
10752,data\on\8f4c551f_nohash_0.wav,on
10753,data\on\8f4c551f_nohash_1.wav,on
10754,data\on\8f4c551f_nohash_2.wav,on
10755,data\on\8f4c551f_nohash_3.wav,on
10756,data\on\8f4c551f_nohash_4.wav,on
10757,data\on\8fe52b97_nohash_0.wav,on
10758,data\on\8fe52b97_nohash_1.wav,on
10759,data\on\918a2473_nohash_0.wav,on
10760,data\on\918a2473_nohash_1.wav,on
10761,data\on\918a2473_nohash_2.wav,on
10762,data\on\918a2473_nohash_3.wav,on
10763,data\on\918a2473_nohash_4.wav,on
10764,data\on\919d3c0e_nohash_0.wav,on
10765,data\on\91bed2e0_nohash_0.wav,on
10766,data\on\91cdef62_nohash_0.wav,on
10767,data\on\92037d73_nohash_0.wav,on
10768,data\on\92037d73_nohash_1.wav,on
10769,data\on\924c1a04_nohash_0.wav,on
10770,data\on\92a9c5e6_nohash_0.wav,on
10771,data\on\92a9c5e6_nohash_1.wav,on
10772,data\on\92a9c5e6_nohash_2.wav,on
10773,data\on\92a9c5e6_nohash_3.wav,on
10774,data\on\92a9c5e6_nohash_4.wav,on
10775,data\on\92b2bf59_nohash_0.wav,on
10776,data\on\937b433e_nohash_0.wav,on
10777,data\on\9385508d_nohash_0.wav,on
10778,data\on\93ec8b84_nohash_0.wav,on
10779,data\on\93ec8b84_nohash_1.wav,on
10780,data\on\93f30cc4_nohash_0.wav,on
10781,data\on\94de6a6a_nohash_0.wav,on
10782,data\on\94de6a6a_nohash_1.wav,on
10783,data\on\94de6a6a_nohash_2.wav,on
10784,data\on\94de6a6a_nohash_3.wav,on
10785,data\on\94de6a6a_nohash_4.wav,on
10786,data\on\951cac20_nohash_0.wav,on
10787,data\on\951cac20_nohash_1.wav,on
10788,data\on\95218ce8_nohash_0.wav,on
10789,data\on\95218ce8_nohash_1.wav,on
10790,data\on\95299b6c_nohash_0.wav,on
10791,data\on\95299b6c_nohash_1.wav,on
10792,data\on\953fe1ad_nohash_0.wav,on
10793,data\on\953fe1ad_nohash_1.wav,on
10794,data\on\953fe1ad_nohash_2.wav,on
10795,data\on\953fe1ad_nohash_3.wav,on
10796,data\on\953fe1ad_nohash_4.wav,on
10797,data\on\95ba4996_nohash_0.wav,on
10798,data\on\96105282_nohash_0.wav,on
10799,data\on\96105282_nohash_1.wav,on
10800,data\on\96105282_nohash_2.wav,on
10801,data\on\9637f43f_nohash_0.wav,on
10802,data\on\9637f43f_nohash_1.wav,on
10803,data\on\964e8cfd_nohash_0.wav,on
10804,data\on\964e8cfd_nohash_1.wav,on
10805,data\on\964e8cfd_nohash_2.wav,on
10806,data\on\964e8cfd_nohash_3.wav,on
10807,data\on\964e8cfd_nohash_4.wav,on
10808,data\on\96a48d28_nohash_0.wav,on
10809,data\on\96a48d28_nohash_1.wav,on
10810,data\on\96a48d28_nohash_2.wav,on
10811,data\on\96a48d28_nohash_3.wav,on
10812,data\on\96a48d28_nohash_4.wav,on
10813,data\on\96ab6565_nohash_0.wav,on
10814,data\on\96ab6565_nohash_1.wav,on
10815,data\on\96ab6565_nohash_2.wav,on
10816,data\on\96ab6565_nohash_3.wav,on
10817,data\on\96ab6565_nohash_4.wav,on
10818,data\on\96c66ab7_nohash_0.wav,on
10819,data\on\96c66ab7_nohash_1.wav,on
10820,data\on\96c67073_nohash_0.wav,on
10821,data\on\96cd0255_nohash_0.wav,on
10822,data\on\96d5276f_nohash_0.wav,on
10823,data\on\96d5276f_nohash_1.wav,on
10824,data\on\96d5276f_nohash_2.wav,on
10825,data\on\97101ef3_nohash_0.wav,on
10826,data\on\9735764a_nohash_0.wav,on
10827,data\on\977a3be4_nohash_0.wav,on
10828,data\on\977a3be4_nohash_1.wav,on
10829,data\on\977a3be4_nohash_2.wav,on
10830,data\on\9785931e_nohash_0.wav,on
10831,data\on\9785931e_nohash_1.wav,on
10832,data\on\9799379a_nohash_0.wav,on
10833,data\on\97addd88_nohash_0.wav,on
10834,data\on\97addd88_nohash_1.wav,on
10835,data\on\97ae8b25_nohash_0.wav,on
10836,data\on\97e0c576_nohash_0.wav,on
10837,data\on\97f4c236_nohash_0.wav,on
10838,data\on\97f4c236_nohash_1.wav,on
10839,data\on\97f4c236_nohash_2.wav,on
10840,data\on\97f4c236_nohash_3.wav,on
10841,data\on\97f4c236_nohash_4.wav,on
10842,data\on\982babaf_nohash_0.wav,on
10843,data\on\982babaf_nohash_1.wav,on
10844,data\on\98447c43_nohash_0.wav,on
10845,data\on\9886d8bf_nohash_0.wav,on
10846,data\on\9886d8bf_nohash_1.wav,on
10847,data\on\9886d8bf_nohash_2.wav,on
10848,data\on\9886d8bf_nohash_3.wav,on
10849,data\on\9886d8bf_nohash_4.wav,on
10850,data\on\988e2f9a_nohash_0.wav,on
